Code,Name,Costing Method,Sales account,Don't delete
4971295150304,VIC OIL FILTER C-503 1PC,FIFO,Sales Shoc+,5200300
4971295150403,VIC OIL FILTER C-504 1PC,FIFO,Sales Shoc+,5200300
4971295150601,VIC OIL FILTER C-506 1PC,FIFO,Sales Shoc+,5200300
4971295150700,VIC OIL FILTER C-507 1PC,FIFO,Sales Shoc+,5200300
4971295150908,VIC OIL FILTER C-509A 1PC,FIFO,Sales Shoc+,5200300
4971295151004,VIC OIL FILTER C-510 1PC,FIFO,Sales Shoc+,5200300
4971295151202,VIC OIL FILTER C-512 1PC,FIFO,Sales Shoc+,5200300
4971295151301,VIC OIL FILTER C-513 1PC,FIFO,Sales Shoc+,5200300
4971295151707,VIC OIL FILTER C-517 1PC,FIFO,Sales Shoc+,5200300
4971295151905,VIC OIL FILTER C-519 1PC,FIFO,Sales Shoc+,5200300
4971295152100,VIC OIL FILTER C-521 1PC,FIFO,Sales Shoc+,5200300
4971295152407,VIC OIL FILTER C-524 1PC,FIFO,Sales Shoc+,5200300
4971295152506,VIC OIL FILTER C-525 1PC,FIFO,Sales Shoc+,5200300
4971295152605,VIC OIL FILTER C-526 1PC,FIFO,Sales Shoc+,5200300
4971295152704,VIC OIL FILTER C-527 1PC,FIFO,Sales Shoc+,5200300
4971295152803,VIC C-528 1PC,FIFO,Sales Select,5200200
4971295152902,VIC OIL FILTER C-529 1PC,FIFO,Sales Shoc+,5200300
4971295170302,VIC OIL FILTER C-703A 1PC,FIFO,Sales Shoc+,5200300
4971295170708,VIC OIL FILTER 707 1PC,FIFO,Sales Shoc+,5200300
4971295180301,VIC OIL FILTER C-803 1PC,FIFO,Sales Shoc+,5200300
4971295180608,VIC OIL FILTER C-806 1PC,FIFO,Sales Shoc+,5200300
4971295180905,VIC OIL FILTER C-809 1PC,FIFO,Sales Shoc+,5200300
4971295190102,VIC OIL FILTER C-901 1PC,FIFO,Sales Shoc+,5200300
4971295193103,VIC OIL FILTER C-931 1PC,FIFO,Sales Shoc+,5200300
4971295193202,VIC OIL FILTER C-932 1PC,FIFO,Sales Shoc+,5200300
4971295315802,VIC FUEL FILTER FC-158 1PC,FIFO,Sales Shoc+,5200300
4971295319305,VIC FUEL FILTER 193 1PC,FIFO,Sales Shoc+,5200300
4971295319602,VIC FUEL FILTER F-196A 1PC,FIFO,Sales Shoc+,5200300
4971295319701,VIC FUEL FILTER F-197 1PC,FIFO,Sales Shoc+,5200300
4971295320813,VIC FUEL FILTER FC-208A 1PC,FIFO,Sales Shoc+,5200300
4971295323401,VIC FUEL FILTER FC-234 1PC,FIFO,Sales Shoc+,5200300
4971295323500,VIC FUEL FILTER FC-235 1PC,FIFO,Sales Shoc+,5200300
4971295331703,VIC FUEL FILTER FC-317 1PC,FIFO,Sales Shoc+,5200300
4971295331901,VIC OIL FILTER C-319 1PC,FIFO,Sales Shoc+,5200300
4971295332106,VIC FUEL FILTER FC-321 1PC,FIFO,Sales Shoc+,5200300
4971295332601,VIC FUEL FILTER FC-326 1PC,FIFO,Sales Shoc+,5200300
4971295341009,Fuel Filter 410,FIFO,Sales Shoc+,5200300
4971295350704,VIC FUEL FILTER F-507 1PC,FIFO,Sales Shoc+,5200300
4971295360703,VIC OIL FILTER C-607 1PC,FIFO,Sales Shoc+,5200300
4971295400409,VIC OIL FILTER 0-004 1PC,FIFO,Sales Shoc+,5200300
4971295400508,VIC OIL FILTER 0-005 1PC,FIFO,Sales Shoc+,5200300
4971295400805,VIC OIL FILTER C-008 1PC,FIFO,Sales Shoc+,5200300
4971295401000,VIC OIL FILTER 0-010 1PC,FIFO,Sales Shoc+,5200300
4971295411603,VIC OIL FILTER 0-116 1PC,FIFO,Sales Shoc+,5200300
4971295411801,VIC OIL FILTER 0-118 1PC,FIFO,Sales Shoc+,5200300
4971295411900,VIC OIL FILTER 0-119 1PC,FIFO,Sales Shoc+,5200300
4971295420605,VIC OIL FILTER O-206 URVAN/PATROL,FIFO,Sales Shoc+,5200300
4971295430604,VIC OIL FILTER 0-306 1PC,FIFO,Sales Shoc+,5200300
4971295440603,VIC OIL FILTER 0-406 1PC,FIFO,Sales Shoc+,5200300
4971295440702,VIC OIL FILTER 0-407A 1PC,FIFO,Sales Shoc+,5200300
4971295458608,VIC OIL FILTER C-586 1PC,FIFO,Sales Shoc+,5200300
4971295682119,VIC LONG LIFE COOLANT RED 1L,FIFO,Sales Shoc+,5200300
49814521,CHUPA CHUPS LOLLIPOP 12G,FIFO,Sales Select,5200200
4987176013491,VICKS INHALER 0.5ML,FIFO,Sales Select,5200200
4987176019851,VICKS HNYLMN LZN10MG,FIFO,Sales Select,5200200
4987176019875,VICKS ORNG LZNG10MG,FIFO,Sales Select,5200200
4987176067029,ARIEL WITH DOWNY FRESH GARDEN BLOSSOM 70G,FIFO,Sales Select,5200200
4987176069610,JOY EXPERT  KALAMANSI 33ML,FIFO,Sales Select,5200200
4987176600776,VICKS VAPORUB 10 G,FIFO,Sales Select,5200200
5000189974579,KIT KAT MINI 200G,FIFO,Sales Select,5200200
5000267012803,JOHNNIE WALKER RED LABEL 1.75ML,FIFO,Sales Select,5200200
5000267023625,"Diageo Plc Johnnie Walker Black Label, Old Scotch",FIFO,Sales Select,5200200
5000267024233,JOHNNIE WALKER BLACK 700ML,FIFO,Sales Select,5200200
5000267107776,JOHNNIE WALKER GOLD 750ML,FIFO,Sales Select,5200200
5000267116433,JOHNNIE WALKER DOUBLE BLACK BLENDED SCOTCH WHISKY,FIFO,Sales Select,5200200
5000267125046,JOHNNIE WALKER BLACK LABEL BLENDED SCOTCH WHISKY 1,FIFO,Sales Select,5200200
5000267179810,JOHN WLK BLK LBL1L,FIFO,Sales Select,5200200
5000267186108,JOHNNIE WALKER RED BLENDED SCOTCH WHISKY 1L,FIFO,Sales Select,5200200
5000267198446,JOHNNIE WALKER BLACK GIFT SET 1L,FIFO,Sales Select,5200200
5011013100156,BAILEYS ORIGINAL 700ML,FIFO,Sales Select,5200200
5011013934546,BAILEYS SLTDCRML700M,FIFO,Sales Select,5200200
5011200208122,PUREFOODS BACON HONEYCURED 500G,FIFO,Sales Select,5200200
5011987016149,FLUSHING OIL 32 500 ML,FIFO,Sales Shoc+,5200300
5011987023345,RIMULA R3+ SAE-40 1L,FIFO,Sales Shoc+,5200300
5011987023581,RIMULA R4X 15W-40 1L,FIFO,Sales Shoc+,5200300
5011987023598,RIMULA R4X 15W-40 6L,FIFO,Sales Shoc+,5200300
5011987045873,Rimula R6 10W-40 20L,FIFO,Sales Shoc+,5200300
5011987054936,HELIX HX5 40 1L,FIFO,Sales Shoc+,5200300
5011987059733,RIMULA R1 MULTI 20W-40 1L,FIFO,Sales Shoc+,5200300
5011987059757,RIMULA R1 MULTI 20W-40 4L,FIFO,Sales Shoc+,5200300
5011987060500,ADV ULTRA 10W-40 1L,FIFO,Sales Shoc+,5200300
5011987060593,ADV AX3 20W-40 800ML,FIFO,Sales Shoc+,5200300
5011987060692,RIMULA R1 40 20L,FIFO,Sales Shoc+,5200300
5011987061514,ADVANC AX3 20W-40 1L,FIFO,Sales Shoc+,5200300
5011987061538,2T SHELL ADV SX2 1L,FIFO,Sales Shoc+,5200300
5011987066717,SHELL ADVANCE POWER,FIFO,Sales Shoc+,5200300
5011987069626,SHELL ADV FLSV MTR1L,FIFO,Sales Shoc+,5200300
5011987084254,HELIX ULTGAS5W-30 4L,FIFO,Sales Shoc+,5200300
5011987087422,ADVANCE AX5 15W-40 1,FIFO,Sales Shoc+,5200300
5011987090453,ADV AX5 15W-40 800M,FIFO,Sales Shoc+,5200300
5011987091115,ADV AX710W40800ML SC,FIFO,Sales Shoc+,5200300
5011987091139,ADV AX515W40800ML SC,FIFO,Sales Shoc+,5200300
5011987092952,HELIX ULTGAS0W-40 4L,FIFO,Sales Shoc+,5200300
5011987095687,HELIX HX3 G LPG 1L,FIFO,Sales Shoc+,5200300
5011987100411,ADVANC AX7 10W-40 1L,FIFO,Sales Shoc+,5200300
5011987104594,SHELL ADVANCE SCOOTER GEAR OIL 15W-40 120ML,FIFO,Sales Shoc+,5200300
5011987113879,SHELL OIL FILTER FES 1PC,FIFO,Sales Shoc+,5200300
5011987113893,SHELL OIL FILTER HAT 1PC,FIFO,Sales Shoc+,5200300
5011987113916,SHELL OIL FILTER MMA 1PC,FIFO,Sales Shoc+,5200300
5011987113947,SHELL OIL FILTER MMO 1PC,FIFO,Sales Shoc+,5200300
5011987113954,SHELL OIL FILTER FRE 1PC,FIFO,Sales Shoc+,5200300
5011987113961,Shell Oil Filter Navara,FIFO,Sales Shoc+,5200300
5011987113978,SHELL OIL FILTER TFHI 1PC,FIFO,Sales Shoc+,5200300
5011987122659,HELIX HX5 40 4L,FIFO,Sales Shoc+,5200300
5011987160026,ADVNCE 2T 1L,FIFO,Sales Shoc+,5200300
5011987168428,RIMLA R3 10W 20LHYDR,FIFO,Sales Shoc+,5200300
5011987229310,RIMLA R4X 15W-40 20L,FIFO,Sales Shoc+,5200300
5011987850811,HELIX ULTRA 0W-40 4L,FIFO,Sales Shoc+,5200300
5011987850866,HELIX HX5 15W40 4L,FIFO,Sales Shoc+,5200300
5011987857957,HELIX HX3 30 1L,FIFO,Sales Shoc+,5200300
5011987858923,HELIX HX3 40 4L,FIFO,Sales Shoc+,5200300
5011987858947,HELIX HX5 DIESEL 15W,FIFO,Sales Shoc+,5200300
5011987858954,HELIX HX5 DSL15W401L,FIFO,Sales Shoc+,5200300
5011987858961,HELIX HX7 D 10W30 6L,FIFO,Sales Shoc+,5200300
5011987859050,HELIX HX3 30 SLCF_4L_A685,FIFO,Sales Shoc+,5200300
5011987861442,ADVNCE ULTSCTR5W40 1,FIFO,Sales Shoc+,5200300
5011987861503,ADVNCE AX3 1L,FIFO,Sales Shoc+,5200300
5011987861619,SHELL SPIRAX S1 ATF,FIFO,Sales Shoc+,5200300
5011987861626,SPIRAX S2 A 140 1L,FIFO,Sales Shoc+,5200300
5011987862524,HELIX HM 10-W40 1L,FIFO,Sales Shoc+,5200300
5011987862548,HELIX HM 10W-40 4L,FIFO,Sales Shoc+,5200300
5020144226710,ARMORALL GLOSS FINISH PROTECTANT 300ML 1PC,FIFO,Sales Shoc+,5200300
50357055,FISHERMAN'S FRIEND APPLE CINNAMON 25G,FIFO,Sales Select,5200200
5053990175888,PRINGLES HOT FLAMIN CHEESE FLAVOUR 100G,FIFO,Sales Select,5200200
50819577,FISHERMAN'S FRIEND LEMON 25G,FIFO,Sales Select,5200200
50819591,FISHERMAN'S FRIEND MINT SUGAR FREE 25G,FIFO,Sales Select,5200200
5410746066386,MAY RED GRAPES JUICE E75ML,FIFO,Sales Select,5200200
5500367486,Advance Scooter Gear,FIFO,Sales Shoc+,5200300
5500445832,RIMULA R3 10W CF_1*20L_A227,FIFO,Sales Shoc+,5200300
550050494,Helix Ultra Diesel 1L,FIFO,Sales Shoc+,5200300
5500518475,HELIX ULT5 1L,FIFO,Sales Shoc+,5200300
5711953145278,STARBUCKS FRAPPUCCINO COFFEE DRINK 250ML,FIFO,Sales Select,5200200
5711953145339,STARBUCKS FRAPPUCCINO CREAMY MOCHA DELIGHT 250ML,FIFO,Sales Select,5200200
5902379063868,BERGEN TEDDY BEAR CHOCOLATE COOKIES 500G,FIFO,Sales Select,5200200
5902379764857,BERGEN COOKIES CHOCOLATE STRIPED PEANUT 150G,FIFO,Sales Select,5200200
648436100934,PALDO CHEESE RAMYUN 111G,FIFO,Sales Select,5200200
648436300976,PALDO MANDOO KOREAN DUMPLINGS 420G,FIFO,Sales Select,5200200
677840482534,TROLLI NEON SQUIGGLES 50 G,FIFO,Sales Select,5200200
67784048254,TROLLI SOUR GLOW WORMS,FIFO,Sales Select,5200200
677840482541,TROLLI SOUR GLOW WORMS 45G,FIFO,Sales Select,5200200
6901668053121,OREO SANDWICH ORIGINAL 66.5G,FIFO,Sales Select,5200200
6901668062093,CHIPS AHOY! 85.5G,FIFO,Sales Select,5200200
6902131112925,MALING CHICKEN LUNCHEON MEAT 397G,FIFO,Sales Select,5200200
69024894,SNICKERS 35 G,FIFO,Sales Select,5200200
6909493104827,MAGNM LMN CHS 80ML,FIFO,Sales Select,5200200
6911316100817,CHUPA CHUPS FAIRY FL,FIFO,Sales Select,5200200
6914758001087,PUSH POP JUMBO 30G,FIFO,Sales Select,5200200
6914973600362,SNICKERS CLASSIC CHOCOLATE BAR 51G,FIFO,Sales Select,5200200
6920238083016,NONGSHIMRAMYUN114G,FIFO,Sales Select,5200200
6920238087106,NONGSHIM CURRY RAMYUN 116G,FIFO,Sales Select,5200200
6921211104353,MENTOS RAINBOW ROLL S 37.5G,FIFO,Sales Select,5200200
6921211108290,MENTOS PF PEPPERMINT TIN 35G,FIFO,Sales Select,5200200
6921211108764,MENTOS PF SPEARMINT TIN 35G,FIFO,Sales Select,5200200
6921211110903,MENTOS PF STRAWBERRY TIN 35G,FIFO,Sales Select,5200200
6921211116103,CHUPA CHUPS COOL COLA 20G,FIFO,Sales Select,5200200
6921211118602,MENTOS ROYAL TRU-ORANGE ROLLS37.5G,FIFO,Sales Select,5200200
6924743926530,DORITOS TACO 65G,FIFO,Sales Select,5200200
6924743926547,DORITOS NACHO CHEESE 65G,FIFO,Sales Select,5200200
6924743926561,DORITOS TACO 198.4G,FIFO,Sales Select,5200200
6924743926578,DORITOS NACHO CHEESE 190G (CN),FIFO,Sales Select,5200200
6925425474462,CHUPA CHUPS JELLIES PINKIES 20G,FIFO,Sales Select,5200200
6936756222776,4D GUMMY BLOCKS 45G,FIFO,Sales Select,5200200
6936756222790,4D GUMMY FRUIT 48gx12,FIFO,Sales Select,5200200
6936756222813,4D GUMMY BLOCKS 100G,FIFO,Sales Select,5200200
6936756222837,4D GUMMY FRUITS 96G,FIFO,Sales Select,5200200
6936756226316,AMOS 4D SOUR STRIP 100G,FIFO,Sales Select,5200200
6936756229478,BIOBOR VITAMIN C 45G,FIFO,Sales Select,5200200
6936756229706,AMOS 4D SOUR RAINBOW ROLL 90G,FIFO,Sales Select,5200200
6942836701024,HERSHEY'S CM CHOCO 40G,FIFO,Sales Select,5200200
6942836701062,HERSHEY'S DCHOCO 40G,FIFO,Sales Select,5200200
6942836702403,HERSHEY'S MILK CHOCOLATE WITH ALMONDS 40G,FIFO,Sales Select,5200200
6942836703226,HERSHEY'S KISSES CREAMY MILK CHOCOLATE 36G,FIFO,Sales Select,5200200
6942836703288,HERSHEY'S KISSES CREAMY MILK CHOCOLATE W/ ALM 36G,FIFO,Sales Select,5200200
6942836703301,HERSHEYS MILK CHOCOLATE W/ ALMONDS 146 G,FIFO,Sales Select,5200200
6942836703615,HERSHEYS COOKIES N CREME KISSES 36 ML,FIFO,Sales Select,5200200
6942836703820,HERSHEY'S COOKIES 'N' CREAME 40G,FIFO,Sales Select,5200200
6942836712228,HERSHEY'S COOKIES 'N CRÈME 15G,FIFO,Sales Select,5200200
6942836712242,HERSHEY'S CM CHOCO 15G,FIFO,Sales Select,5200200
6942836720070,HERSHEY'S DARK CHOCO 15G,FIFO,Sales Select,5200200
6942836720926,HERSHEY'S CREAMY MILK CHOCOLATE 3S 126G,FIFO,Sales Select,5200200
6942836724504,HERSH KSS DRK CHC36G,FIFO,Sales Select,5200200
6957354241044,STARBUCKS DOUBLESHOTS DARK MOCHA 228ML,FIFO,Sales Select,5200200
6957354241051,STARBUCKS DOUBLESHOTS CRML MACHIATO 228ML,FIFO,Sales Select,5200200
709204746560,SWISS MISS MARSHMALL,FIFO,Sales Select,5200200
716221050433,PHILIPPINE DRIED MANGOES 100G,FIFO,Sales Select,5200200
716221050587,CEBU DRIED MANGOES 100G,FIFO,Sales Select,5200200
716221057968,PHILIPPINE BRAND CITRUS ORANGE DRINK 325ML,FIFO,Sales Select,5200200
731126101165,NAGARAYA ORIGINAL BUTTER 160G,FIFO,Sales Select,5200200
731126102087,NAGARAYA ADOBO 80 G,FIFO,Sales Select,5200200
731126102162,NAGARAYA ADOBO 160G,FIFO,Sales Select,5200200
7311261030464,NAGARAYA BBQ 40G.,FIFO,Sales Select,5200200
731126103169,NAGARAYA BARBECUE 160G,FIFO,Sales Select,5200200
731126104081,NAGARAYA CRACKER NUTS GARLIC 80G,FIFO,Sales Select,5200200
731126104166,NAGARAYA GARLIC 160G,FIFO,Sales Select,5200200
731126105088,NAGARAYA CRACKER NUTS HOT & SPICY 80G,FIFO,Sales Select,5200200
731126105163,NAGARAYA HOT & SPICY 160G,FIFO,Sales Select,5200200
7312040014040,ABSOLUT 100 1L,FIFO,Sales Select,5200200
7312040017683,ABSOLUT VODKA 700ML,FIFO,Sales Select,5200200
7312040090709,ABSOLUT CITRON 700ML,FIFO,Sales Select,5200200
748485100081,CENTURY TUNA FLAKES IN OIL 180G,FIFO,Sales Select,5200200
748485100098,CENTURY TUNA HOT AND SPICY 180G,FIFO,Sales Select,5200200
7484851004012,CENT TUNAFLAKES155G,FIFO,Sales Select,5200200
748485102337,CENTURY TUNA CORNED TUNA 150 G,FIFO,Sales Select,5200200
748485200019,555 TOMATO SARDINES 155G,FIFO,Sales Select,5200200
748485200026,555 HOT SARDINES IN TOMATO SAUCE 155G,FIFO,Sales Select,5200200
748485200675,555 FRIED SARDINES WITH TAUSI 155G,FIFO,Sales Select,5200200
748485700038,555 TUNACALDRETA155G,FIFO,Sales Select,5200200
748485700045,555 TUNA MECHADO 155G,FIFO,Sales Select,5200200
748485700052,555 TUNA HOT & SPICY 155G,FIFO,Sales Select,5200200
748485700083,555 TUNA FLAKES IN OIL155G,FIFO,Sales Select,5200200
748485700649,555 TUNA AFRITADA 11,FIFO,Sales Select,5200200
748485701370,555 TUNA SPICY CALDERETA 155G,FIFO,Sales Select,5200200
748485800011,ARGENTINA CORNED BEEF 175G,FIFO,Sales Select,5200200
748485800035,ARGENTINA CORNED BEEF 260G,FIFO,Sales Select,5200200
74848580033,ARGENTINA TOCINO MEATLOAF,FIFO,Sales Select,5200200
748485800431,ARGENTINA CORNED BEEF 150G,FIFO,Sales Select,5200200
748485800738,ARGENTINA BEEF LOAF 150G,FIFO,Sales Select,5200200
748485801278,ARGENTINA BEEF LOAF 100G,FIFO,Sales Select,5200200
748485801490,ARGENTINA MEAT LOAF 150G,FIFO,Sales Select,5200200
748485802060,WOW! ULAM ADOBO 155G,FIFO,Sales Select,5200200
748485802077,WOW ULAM AFRITADA 155G,FIFO,Sales Select,5200200
748485802084,WOW! ULAM CALDERETA 155G,FIFO,Sales Select,5200200
748485802381,WOW ULAM MENUDO 155G,FIFO,Sales Select,5200200
748485802473,ARGENTINA CORNED CHICKEN 150G,FIFO,Sales Select,5200200
74848580365,WOW ULAM POCHERO,FIFO,Sales Select,5200200
7501035042131,JOSE CUERVO TEQUILA 700ML,FIFO,Sales Select,5200200
750515017108,FITA CRACKERS 600G,FIFO,Sales Select,5200200
750515017450,MONDE FITA BISCUIT SINGLES 30G,FIFO,Sales Select,5200200
750515018105,SKY FLAKES CRACKERS 850 G,FIFO,Sales Select,5200200
750515018235,M.Y. SAN SKYFLAKES CRACKERS 200G,FIFO,Sales Select,5200200
750515018501,SKYFLAKES 25G,FIFO,Sales Select,5200200
750515021204,M.Y.SAN GRHM HNY210G,FIFO,Sales Select,5200200
750515021242,GRAHAMS HONEY 1 PACK,FIFO,Sales Select,5200200
750515030152,SKY FLAKES SINGLES GARLIC 25G,FIFO,Sales Select,5200200
750515030275,SKY FLAKES OAT FIBER 250G,FIFO,Sales Select,5200200
750515030299,SKYFLAKES FIT 25G,FIFO,Sales Select,5200200
750515031029,M.Y. SAN SKYFLAKES TSOKOLATE 30G,FIFO,Sales Select,5200200
750515031043,M.Y. SAN SKYFLAKES CONDENSADA 30G,FIFO,Sales Select,5200200
750515031067,MYSAN SKYFLKMNTKL30G,FIFO,Sales Select,5200200
750515031531,SKY FLAKES CONDENSADA 300G,FIFO,Sales Select,5200200
751313700933,JANG JANG BISCOCHO 185G,FIFO,Sales Select,5200200
7513137009349,JANG-JANG BANANA CHIPS 100G,FIFO,Sales Select,5200200
7513137009356,JANG-JANG OTAP 1PK,FIFO,Sales Select,5200200
760203002743,GUANDY MARSHMALLOWS 100G,FIFO,Sales Select,5200200
7610700004029,RICOLA ORIGINAL HERB 40G,FIFO,Sales Select,5200200
7610700004050,RICOLA CRANBERRY 40G,FIFO,Sales Select,5200200
7610700004128,RICOLA ALPINE FRESH 40G,FIFO,Sales Select,5200200
7610700004159,RICOLA LEMON MINT 40G,FIFO,Sales Select,5200200
7610700607046,RICOLA LEMON MNT 50G,FIFO,Sales Select,5200200
7610700614914,RICOLA CRANBERRY  WITH SWIIS ALPINE HERBS 40G,FIFO,Sales Select,5200200
7613035366749,KITKAT 4F 10X41.5G,FIFO,Sales Select,5200200
7613037007688,KITKAT DARK 41.5G,FIFO,Sales Select,5200200
7614500010013,TOBLERONE MCHOCO 100G,FIFO,Sales Select,5200200
7614500010310,TOBLERONE WHITE CHOCO 100G,FIFO,Sales Select,5200200
7614500010617,TOBLERONE DCHOCO 100G,FIFO,Sales Select,5200200
76145513,TOBLERONE MCHOCO 50G,FIFO,Sales Select,5200200
76145759,TOBLERONE MCHOCO 35G,FIFO,Sales Select,5200200
76164217,MARLBORO RD 1PACK 20'S,FIFO,Sales Select,5200200
7622210024480,"CADBURY ALMOND NUTS , HAZELNUTS & RAISINS 180G",FIFO,Sales Select,5200200
7622210074980,CHEEZ WHIZ ORIGINAL 210G SUP,FIFO,Sales Select,5200200
7622210075017,CHEEZ WHIZ EASY SQUEEZE PIMIENTO 220G,FIFO,Sales Select,5200200
7622210086693,CADBURY DAIRY MILK FRUIT & NUT 62G,FIFO,Sales Select,5200200
7622210278432,EDEN SPREAD W/ CREAM CHEESE 220ML,FIFO,Sales Select,5200200
7622210287021,CADBURY BITSA WISPA CHOCOLATE BAG 110G,FIFO,Sales Select,5200200
7622210340160,EDEN SANDWICH SPREAD CREAM CHEESE 220ML,FIFO,Sales Select,5200200
7622210398031,CADBURY DAIRY MILK ROAST ALMOND 65G,FIFO,Sales Select,5200200
7622210515278,OREO MINI CHOCO 20.4G,FIFO,Sales Select,5200200
7622210515285,OREO MINI ORIGINAL 20.4G,FIFO,Sales Select,5200200
7622210961815,CADBURY DAIRY MILK OREO CHOCOLATE COATED 34G,FIFO,Sales Select,5200200
7622300501549,CHEEZE WHIZ ORIGINAL 110G,FIFO,Sales Select,5200200
7622300559991,TANG ORANGE 25G,FIFO,Sales Select,5200200
7622300637996,TANG GRAPE 25G,FIFO,Sales Select,5200200
7622300638030,TANG ORANGE MANGO 25G,FIFO,Sales Select,5200200
7622300710613,TOBLERONE CRUNCHY ALMONDS 100G,FIFO,Sales Select,5200200
7622300761349,OREO MINI ORIGINAL 61.3G,FIFO,Sales Select,5200200
7622300761363,OREO MINI CHOCO 61.3G,FIFO,Sales Select,5200200
7622300808365,TANG FOUR SEASONS 25G,FIFO,Sales Select,5200200
7622300858575,TANG DALANDAN 19G,FIFO,Sales Select,5200200
795652200679,JINRO SOJU 750ML,FIFO,Sales Select,5200200
80001218,LOACKER NAPOLITANER 45G,FIFO,Sales Select,5200200
80001263,LOACKER CREMKAKAO CCC 45G,FIFO,Sales Select,5200200
800016603291,J&J VCUT ONION&GARLIC 60G,FIFO,Sales Select,5200200
800016652138,J&J TOSTILLAS 72G,FIFO,Sales Select,5200200
800016653098,J&J MR.CHIPS100G,FIFO,Sales Select,5200200
8000380005918,LOACKER QUADRATINI NAPOLITANER 125G,FIFO,Sales Select,5200200
8000380005963,LOACKER QUADRATINI CHOCO 125G,FIFO,Sales Select,5200200
8000380142460,QUADRATINI DARK CHOCOLATE 125G,FIFO,Sales Select,5200200
8000500010709,FERRERO ROCHER T3 37.5G,FIFO,Sales Select,5200200
8001585008186,BALCONI CUBI WAFER HAZELNUT 250G,FIFO,Sales Select,5200200
8001585008193,BALCONI CUBI WAFER CHOCOLATE 250G,FIFO,Sales Select,5200200
80051671,NUTELLA HAZELNUT SPREAD 200G,FIFO,Sales Select,5200200
80135906,FERRERO ROCHER T5 62.5G,FIFO,Sales Select,5200200
8050705430406,MASSIMO WAFER 250G,FIFO,Sales Select,5200200
8050705431366,MAESTRO MASSIMO WAFER CUBETTI 250G,FIFO,Sales Select,5200200
80768258,KINDER JOY PINK GIRL 20G,FIFO,Sales Select,5200200
80883296,TICTAC SPEARMINT 14.5G,FIFO,Sales Select,5200200
80958734,TICTAC STRAWBERRY & SM 14.5G,FIFO,Sales Select,5200200
80968887,TICTAC CITRUS MIX 14.5G,FIFO,Sales Select,5200200
80974482,KINDER JOY BLUE BOY 20G,FIFO,Sales Select,5200200
80991014,TICTAC MINT 14.5G,FIFO,Sales Select,5200200
8301073210962,SAMYANG CHEESE 105 G,FIFO,Sales Select,5200200
8410028900091,ALFONSO I LIGHT ALCOHOL 1L,FIFO,Sales Select,5200200
8410028901166,ALFONSO LIGHT 1.75L,FIFO,Sales Select,5200200
8410028901210,ALFONSO I PLATINUM SOLERA 1L,FIFO,Sales Select,5200200
8410128100162,CREAMY DELIGHT REGULAR STRAWBERRY 125ML,FIFO,Sales Select,5200200
8410128100179,CREAMY DELIGHT FRUIT SALAD 100G,FIFO,Sales Select,5200200
8410128100346,CREAMY DELIGHT MANGO 100G,FIFO,Sales Select,5200200
8410162100111,FUNDADOR SOLERA 1L,FIFO,Sales Select,5200200
8410162100234,FUNDADOR LIGHT 1L,FIFO,Sales Select,5200200
8410525247965,FINI STRAWBERRY KISSES 500G,FIFO,Sales Select,5200200
8412700720096,CACAOLAT BATIDO DE CACAO COCOA MILK 1L,FIFO,Sales Select,5200200
84196842,CHUPA CHUPS MELODY POPS 15G,FIFO,Sales Select,5200200
8445290568038,KITKAT DARK 41.5G 4F,FIFO,Sales Select,5200200
8500002251148,CARLO ROSSI MOSCATO 750ML 1PC,FIFO,Sales Select,5200200
851932268828,PADDLE POP IC WATERMELON 62G,FIFO,Sales Select,5200200
8592601108220,JUICEEGUMMEE500G,FIFO,Sales Select,5200200
8594044242752,THAT'S FRUITEE PARTY MIX SWEET 500G,FIFO,Sales Select,5200200
8691216018891,HARIBO GOLDBEAR 30G,FIFO,Sales Select,5200200
8691216018938,HARIBO HAPPY COLA 30G,FIFO,Sales Select,5200200
8691216090453,HARIBO WORMS 80G,FIFO,Sales Select,5200200
8700000000056,TUMBLER WHITE 1PC,FIFO,Sales Select,5200200
8714100658277,MAGNUM DR FR AL 90ML,FIFO,Sales Select,5200200
8801037035476,STARBUCKS DOUBLESHOT ESPRESSO + CREAM 200ML,FIFO,Sales Select,5200200
8801037066715,STARBUCKS SIGNATURE CHOCOLATE 275ML,FIFO,Sales Select,5200200
8801037077698,STARBUCKS FRAPPUCCINO DOLCE 281ML,FIFO,Sales Select,5200200
8801043014809,SHIN RAMYUN MULTI 120G,FIFO,Sales Select,5200200
8801043042734,NONGSHIM SHIN BLACK 101G,FIFO,Sales Select,5200200
8801043157742,NONGSHIM KIMCHI RAMYUN 120G,FIFO,Sales Select,5200200
8801048921003,JINRO GRAPEFRUIT SOJU 360ML,FIFO,Sales Select,5200200
8801048921102,JINRO GREEN GRAPE SOJU 360ML,FIFO,Sales Select,5200200
8801048941001,JINRO SOJU CHAMISUL ORIGINAL 360ML,FIFO,Sales Select,5200200
8801048951000,JINRO SOJU CHAMISUL FRESH 360ML,FIFO,Sales Select,5200200
8801056000332,LOTTE MANDARIN ORANGE 1.5 L,FIFO,Sales Select,5200200
8801056009274,LOTTE JEJU LOVE TANGERINE 500ML,FIFO,Sales Select,5200200
8801062012701,LOTTE PEPERO ORIGINAL 54G,FIFO,Sales Select,5200200
8801062012718,LOTTE PEPERO THE SLIM 45G,FIFO,Sales Select,5200200
8801062267712,PEPERO ALMOND 32G,FIFO,Sales Select,5200200
